new_trial.started,new_trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,trial.started,trial.stopped,continue_from_intro.keys,continue_from_intro.rt,continue_from_intro.duration,frame0_2.started,frame0_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,ending.started,ending.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,instruction,action,frame0,frame1,frame2,frame3,frame4,frame5,frame6,frame7
,,,,,mark,001,2024-02-15_01h18.12.629,iwisdm_med_pcy,2023.2.3,MacIntel,59.88023952,2181.9079,2182.1449,space,0.2154,,2182.1449,2247.3914,space,65.2165,,2247.3915,2248.0572,n,0.6554,,0,16,16,3,1,"observe object 1, observe object 2, observe object 3, observe object 4, delay, observe object 5, observe object 6, observe object 7, if location of object 6 not equal location of object 7 , then location of object 5 equal top right , else location of object 2 not equal location of object 3 or location of object 1 equal location of object 4 ?",false,./for_xx/trial7/frames/epoch0.png,./for_xx/trial7/frames/epoch1.png,./for_xx/trial7/frames/epoch2.png,./for_xx/trial7/frames/epoch3.png,./for_xx/trial7/frames/epoch4.png,./for_xx/trial7/frames/epoch5.png,./for_xx/trial7/frames/epoch6.png,./for_xx/trial7/frames/epoch7.png
,,,,,mark,001,2024-02-15_01h18.12.629,iwisdm_med_pcy,2023.2.3,MacIntel,59.88023952,2248.0715,2248.6747,space,0.5831,,2248.6747,2368.872,space,120.1666,,2368.872,2369.2066,n,0.3176,,0,17,17,4,1,"observe object 1, observe object 2, observe object 3, observe object 4, observe object 5, observe object 6, observe object 7, observe object 8, if object of object 4 not equal object of object 2 and object of object 5 not equal object of object 8 , then object of object 7 equal object of object 6 , else object of object 1 not equal object of object 3 ?",false,./for_xx/trial203/frames/epoch0.png,./for_xx/trial203/frames/epoch1.png,./for_xx/trial203/frames/epoch2.png,./for_xx/trial203/frames/epoch3.png,./for_xx/trial203/frames/epoch4.png,./for_xx/trial203/frames/epoch5.png,./for_xx/trial203/frames/epoch6.png,./for_xx/trial203/frames/epoch7.png
,,,,,mark,001,2024-02-15_01h18.12.629,iwisdm_med_pcy,2023.2.3,MacIntel,59.88023952,2369.2226,2371.4384,space,2.2029,,2371.4384,2401.6728,space,30.2046,,2401.6728,2402.0908,n,0.4006,,0,18,18,40,1,"observe object 1, observe object 2, observe object 3, observe object 4, observe object 5, observe object 6, observe object 7, observe object 8, if location of object 1 not equal location of object 4 and location of object 8 not equal location of object 3 , then category of object 7 not equal category of object 6 , else object of object 2 not equal object of object 5 ?",false,./for_xx/trial303/frames/epoch0.png,./for_xx/trial303/frames/epoch1.png,./for_xx/trial303/frames/epoch2.png,./for_xx/trial303/frames/epoch3.png,./for_xx/trial303/frames/epoch4.png,./for_xx/trial303/frames/epoch5.png,./for_xx/trial303/frames/epoch6.png,./for_xx/trial303/frames/epoch7.png
,,,,,mark,001,2024-02-15_01h18.12.629,iwisdm_med_pcy,2023.2.3,MacIntel,59.88023952,2402.1041,2404.8241,space,2.7011,,2404.8241,3494.3402,space,1089.4866,,3494.3403,3494.9902,y,0.6346,,0,19,19,12,1,"observe object 1, observe object 2, delay, observe object 3, observe object 4, observe object 5, observe object 6, observe object 7, if location of object 4 equal location of object 3 , then object of object 1 not equal object of object 7 or location of object 2 equal top left , else category of object 6 equal category of object 5 ?",true,./for_xx/trial313/frames/epoch0.png,./for_xx/trial313/frames/epoch1.png,./for_xx/trial313/frames/epoch2.png,./for_xx/trial313/frames/epoch3.png,./for_xx/trial313/frames/epoch4.png,./for_xx/trial313/frames/epoch5.png,./for_xx/trial313/frames/epoch6.png,./for_xx/trial313/frames/epoch7.png
,,,,,mark,001,2024-02-15_01h18.12.629,iwisdm_med_pcy,2023.2.3,MacIntel,59.88023952,3495.0046,3495.5244,space,0.5001,,3495.5244,3521.2899,space,25.7345,,3521.2899,3521.6899,y,0.3845,,0,20,20,49,1,"observe object 1, delay, observe object 2, observe object 3, observe object 4, delay, observe object 5, if location of object 2 equal bottom left , then location of object 5 not equal top left or category of object 3 not equal benches , else location of object 1 not equal location of object 4 ?",false,./for_xx/trial302/frames/epoch0.png,./for_xx/trial302/frames/epoch1.png,./for_xx/trial302/frames/epoch2.png,./for_xx/trial302/frames/epoch3.png,./for_xx/trial302/frames/epoch4.png,./for_xx/trial302/frames/epoch5.png,./for_xx/trial302/frames/epoch6.png,./for_xx/nullframe.png
,,,,,mark,001,2024-02-15_01h18.12.629,iwisdm_med_pcy,2023.2.3,MacIntel,59.88023952,3521.7035,3523.0404,space,1.3205,,3523.0404,5694.2439,space,2171.1692,,5694.244,5694.6437,n,0.3795,,0,21,21,8,1,"observe object 1, observe object 2, observe object 3, observe object 4, observe object 5, observe object 6, observe object 7, if location of object 7 equal location of object 1 , then location of object 5 equal location of object 6 or location of object 3 equal location of object 4 , else location of object 2 equal top right ?",false,./for_xx/trial1/frames/epoch0.png,./for_xx/trial1/frames/epoch1.png,./for_xx/trial1/frames/epoch2.png,./for_xx/trial1/frames/epoch3.png,./for_xx/trial1/frames/epoch4.png,./for_xx/trial1/frames/epoch5.png,./for_xx/trial1/frames/epoch6.png,./for_xx/nullframe.png
,,,,,mark,001,2024-02-15_01h18.12.629,iwisdm_med_pcy,2023.2.3,MacIntel,59.88023952,5694.6606,5695.2448,space,0.5555,,5695.2449,5735.6768,space,40.3914,,5735.6769,5736.2274,y,0.5329,,0,22,22,5,1,"observe object 1, observe object 2, observe object 3, observe object 4, observe object 5, observe object 6, observe object 7, observe object 8, if location of object 7 equal location of object 2 or location of object 8 equal location of object 4 , then location of object 3 equal location of object 1 , else location of object 6 equal location of object 5 ?",true,./for_xx/trial6/frames/epoch0.png,./for_xx/trial6/frames/epoch1.png,./for_xx/trial6/frames/epoch2.png,./for_xx/trial6/frames/epoch3.png,./for_xx/trial6/frames/epoch4.png,./for_xx/trial6/frames/epoch5.png,./for_xx/trial6/frames/epoch6.png,./for_xx/trial6/frames/epoch7.png
,,,,,mark,001,2024-02-15_01h18.12.629,iwisdm_med_pcy,2023.2.3,MacIntel,59.88023952,5736.2417,5736.4941,space,0.2338,,5736.4941,5764.9106,space,28.3775,,5764.9107,5765.2087,n,0.2823,,0,23,23,45,1,"observe object 1, delay, observe object 2, observe object 3, observe object 4, observe object 5, observe object 6, if category of object 2 equal benches , then category of object 5 equal category of object 4 , else category of object 6 not equal category of object 1 or category of object 3 equal chairs ?",false,./for_xx/trial106/frames/epoch0.png,./for_xx/trial106/frames/epoch1.png,./for_xx/trial106/frames/epoch2.png,./for_xx/trial106/frames/epoch3.png,./for_xx/trial106/frames/epoch4.png,./for_xx/trial106/frames/epoch5.png,./for_xx/trial106/frames/epoch6.png,./for_xx/nullframe.png
,,,,,mark,001,2024-02-15_01h18.12.629,iwisdm_med_pcy,2023.2.3,MacIntel,59.88023952,5765.2178,5765.6252,space,0.3942,,5765.6253,5829.4918,space,63.8348,,5829.492,5829.9076,n,0.3973,,0,24,24,35,1,"observe object 1, observe object 2, observe object 3, observe object 4, delay, observe object 5, observe object 6, observe object 7, if category of object 2 not equal benches , then category of object 1 equal category of object 6 , else object of object 3 equal object of object 5 and location of object 4 not equal location of object 7 ?",false,./for_xx/trial311/frames/epoch0.png,./for_xx/trial311/frames/epoch1.png,./for_xx/trial311/frames/epoch2.png,./for_xx/trial311/frames/epoch3.png,./for_xx/trial311/frames/epoch4.png,./for_xx/trial311/frames/epoch5.png,./for_xx/trial311/frames/epoch6.png,./for_xx/trial311/frames/epoch7.png
,,,,,mark,001,2024-02-15_01h18.12.629,iwisdm_med_pcy,2023.2.3,MacIntel,59.88023952,5829.9244,5831.5238,space,1.5851,,5831.5238,5854.1252,space,22.5751,,5854.1252,5854.9413,y,0.7981,,0,25,25,24,1,"observe object 1, observe object 2, observe object 3, observe object 4, observe object 5, observe object 6, observe object 7, observe object 8, if object of object 4 not equal object of object 1 , then object of object 7 not equal object of object 6 and object of object 3 not equal object of object 5 , else object of object 2 equal object of object 8 ?",true,./for_xx/trial209/frames/epoch0.png,./for_xx/trial209/frames/epoch1.png,./for_xx/trial209/frames/epoch2.png,./for_xx/trial209/frames/epoch3.png,./for_xx/trial209/frames/epoch4.png,./for_xx/trial209/frames/epoch5.png,./for_xx/trial209/frames/epoch6.png,./for_xx/trial209/frames/epoch7.png
,,,,,mark,001,2024-02-15_01h18.12.629,iwisdm_med_pcy,2023.2.3,MacIntel,59.88023952,5854.957,5858.1253,space,3.154,,5858.1254,6746.2307,space,888.0643,,6746.2308,6746.6291,y,0.3788,,0,26,26,42,1,"observe object 1, observe object 2, observe object 3, observe object 4, observe object 5, observe object 6, observe object 7, observe object 8, if category of object 4 not equal category of object 2 and object of object 5 not equal object of object 6 , then object of object 3 not equal object of object 1 , else object of object 8 not equal object of object 7 ?",true,./for_xx/trial304/frames/epoch0.png,./for_xx/trial304/frames/epoch1.png,./for_xx/trial304/frames/epoch2.png,./for_xx/trial304/frames/epoch3.png,./for_xx/trial304/frames/epoch4.png,./for_xx/trial304/frames/epoch5.png,./for_xx/trial304/frames/epoch6.png,./for_xx/trial304/frames/epoch7.png
,,,,,mark,001,2024-02-15_01h18.12.629,iwisdm_med_pcy,2023.2.3,MacIntel,59.88023952,6746.6444,6747.313,space,0.647,,6747.313,7465.1185,space,717.7769,,7465.1185,7465.5876,n,0.4535,,0,27,27,22,1,"observe object 1, observe object 2, observe object 3, observe object 4, observe object 5, delay, observe object 6, observe object 7, if category of object 3 equal category of object 2 , then object of object 1 not equal object of object 5 , else category of object 7 equal couches and object of object 4 not equal object of object 6 ?",false,./for_xx/trial301/frames/epoch0.png,./for_xx/trial301/frames/epoch1.png,./for_xx/trial301/frames/epoch2.png,./for_xx/trial301/frames/epoch3.png,./for_xx/trial301/frames/epoch4.png,./for_xx/trial301/frames/epoch5.png,./for_xx/trial301/frames/epoch6.png,./for_xx/trial301/frames/epoch7.png
,,,,,mark,001,2024-02-15_01h18.12.629,iwisdm_med_pcy,2023.2.3,MacIntel,59.88023952,7465.6046,7466.6544,space,1.0266,,7466.6545,7534.0026,space,67.297,,7534.0027,7534.4024,y,0.386,,0,28,28,38,1,"observe object 1, observe object 2, observe object 3, observe object 4, observe object 5, observe object 6, observe object 7, observe object 8, if location of object 4 not equal location of object 3 or object of object 2 equal object of object 1 , then object of object 5 equal object of object 6 , else category of object 7 equal category of object 8 ?",true,./for_xx/trial310/frames/epoch0.png,./for_xx/trial310/frames/epoch1.png,./for_xx/trial310/frames/epoch2.png,./for_xx/trial310/frames/epoch3.png,./for_xx/trial310/frames/epoch4.png,./for_xx/trial310/frames/epoch5.png,./for_xx/trial310/frames/epoch6.png,./for_xx/trial310/frames/epoch7.png
,,,,,mark,001,2024-02-15_01h18.12.629,iwisdm_med_pcy,2023.2.3,MacIntel,59.88023952,7534.4191,7535.3017,space,0.8664,,7535.3017,7549.4009,space,14.0733,,7549.401,7549.753,n,0.3336,,0,29,29,14,1,"observe object 1, delay, observe object 2, observe object 3, observe object 4, observe object 5, observe object 6, observe object 7, if object of object 2 equal object of object 3 , then category of object 6 not equal lighting and object of object 1 not equal object of object 4 , else category of object 7 equal category of object 5 ?",false,./for_xx/trial307/frames/epoch0.png,./for_xx/trial307/frames/epoch1.png,./for_xx/trial307/frames/epoch2.png,./for_xx/trial307/frames/epoch3.png,./for_xx/trial307/frames/epoch4.png,./for_xx/trial307/frames/epoch5.png,./for_xx/trial307/frames/epoch6.png,./for_xx/trial307/frames/epoch7.png
,,,,,mark,001,2024-02-15_01h18.12.629,iwisdm_med_pcy,2023.2.3,MacIntel,59.88023952,7549.7695,7550.8187,space,1.0338,,7550.8188,7573.5367,space,22.6825,,7573.5368,7573.9543,n,0.4027,,0,30,30,41,1,"observe object 1, delay, observe object 2, observe object 3, observe object 4, observe object 5, observe object 6, observe object 7, if category of object 3 not equal planes , then category of object 2 equal category of object 5 and category of object 7 not equal category of object 4 , else category of object 6 equal category of object 1 ?",false,./for_xx/trial109/frames/epoch0.png,./for_xx/trial109/frames/epoch1.png,./for_xx/trial109/frames/epoch2.png,./for_xx/trial109/frames/epoch3.png,./for_xx/trial109/frames/epoch4.png,./for_xx/trial109/frames/epoch5.png,./for_xx/trial109/frames/epoch6.png,./for_xx/trial109/frames/epoch7.png
,,,,,mark,001,2024-02-15_01h18.12.629,iwisdm_med_pcy,2023.2.3,MacIntel,59.88023952,7573.9704,7574.5167,space,0.5278,,7574.5167,7587.9184,space,13.3727,,7587.9184,7588.1848,n,0.2499,,0,31,31,19,1,"observe object 1, delay, observe object 2, observe object 3, observe object 4, observe object 5, observe object 6, if category of object 3 not equal boats , then category of object 6 not equal category of object 5 , else category of object 4 equal category of object 1 and category of object 2 not equal tables ?",false,./for_xx/trial102/frames/epoch0.png,./for_xx/trial102/frames/epoch1.png,./for_xx/trial102/frames/epoch2.png,./for_xx/trial102/frames/epoch3.png,./for_xx/trial102/frames/epoch4.png,./for_xx/trial102/frames/epoch5.png,./for_xx/trial102/frames/epoch6.png,./for_xx/nullframe.png
,,,,,mark,001,2024-02-15_01h18.12.629,iwisdm_med_pcy,2023.2.3,MacIntel,59.88023952,7588.1994,7588.8344,space,0.6167,,7588.8345,8332.7752,space,743.9185,,8332.7753,8333.0755,n,0.2837,,0,32,32,26,1,"observe object 1, observe object 2, observe object 3, observe object 4, observe object 5, observe object 6, observe object 7, observe object 8, if object of object 7 equal object of object 1 , then object of object 3 not equal object of object 5 or object of object 4 equal object of object 8 , else object of object 6 not equal object of object 2 ?",false,./for_xx/trial200/frames/epoch0.png,./for_xx/trial200/frames/epoch1.png,./for_xx/trial200/frames/epoch2.png,./for_xx/trial200/frames/epoch3.png,./for_xx/trial200/frames/epoch4.png,./for_xx/trial200/frames/epoch5.png,./for_xx/trial200/frames/epoch6.png,./for_xx/trial200/frames/epoch7.png
,,,,,mark,001,2024-02-15_01h18.12.629,iwisdm_med_pcy,2023.2.3,MacIntel,59.88023952,8333.0924,8333.4736,space,0.3471,,8333.4736,8346.4062,space,12.8946,,8346.4063,8346.9729,y,0.5514,,0,33,33,47,1,"observe object 1, observe object 2, observe object 3, observe object 4, observe object 5, observe object 6, if category of object 5 equal category of object 1 , then category of object 6 equal cars and category of object 4 equal category of object 2 , else category of object 3 not equal chairs ?",true,./for_xx/trial108/frames/epoch0.png,./for_xx/trial108/frames/epoch1.png,./for_xx/trial108/frames/epoch2.png,./for_xx/trial108/frames/epoch3.png,./for_xx/trial108/frames/epoch4.png,./for_xx/trial108/frames/epoch5.png,./for_xx/nullframe.png,./for_xx/nullframe.png
